price,zipcode
280000,98092
280000,98092
280000,98092
280000,98092
280000,98103
280000,98103
280000,98106
280000,98106
280000,98106
280000,98106
280000,98108
280000,98115
280000,98117
280000,98117
280000,98118
280000,98118
280000,98118
280000,98118
280000,98118
280000,98126
280000,98126
280000,98126
280000,98126
280000,98126
280000,98133
280000,98133
280000,98133
280000,98136
280000,98146
280000,98148
280000,98148
280000,98155
280000,98168
280000,98168
280000,98168
280000,98168
280000,98168
280000,98178
280000,98178
280000,98188
280000,98198
280000,98198
280005,98178
280017,98022
280300,98103
280400,98003
280500,98023
280500,98038
280500,98092
280500,98108
280500,98148
280500,98198
280927,98032
280950,98055
281000,98003
281000,98023
281000,98032
281000,98034
281000,98065
281000,98092
281000,98125
281000,98178
281000,98188
281500,98146
281700,98031
282000,98023
282000,98023
282000,98030
282000,98030
282000,98031
282000,98038
282000,98042
282000,98042
282000,98065
282000,98092
282000,98106
282000,98125
282000,98155
282000,98168
282150,98133
282500,98042
282500,98059
282500,98065
282500,98146
282510,98030
282613,98133
282900,98002
282950,98003
283000,98022
283000,98022
283000,98030
283000,98056
283000,98103
283000,98106
283000,98106
283000,98168
283000,98168
283200,98003
283200,98030
283450,98168
283500,98055
283500,98092
283500,98198
283700,98019
283748,98023
284000,98014
284000,98031
284000,98038
284000,98038
284000,98042
284000,98042
284000,98042
284000,98042
284000,98058
284000,98092
284000,98092
284000,98106
284000,98108
284000,98133
284000,98166
284000,98168
284000,98188
284200,98001
284200,98178
284700,98146
284850,98003
284900,98155
284950,98059
284950,98198
285000,98001
285000,98001
285000,98001
285000,98001
285000,98002
285000,98002
285000,98003
285000,98003
285000,98003
285000,98022
285000,98022
285000,98023
285000,98023
285000,98023
285000,98028
285000,98029
285000,98030
285000,98031
285000,98031
285000,98031
285000,98032
285000,98033
285000,98038
285000,98038
285000,98042
285000,98042
285000,98042
285000,98042
285000,98042
285000,98042
285000,98055
285000,98055
285000,98058
285000,98059
285000,98065
285000,98070
285000,98070
285000,98092
285000,98092
285000,98092
285000,98106
285000,98106
285000,98106
285000,98106
285000,98106
285000,98108
285000,98108
285000,98108
285000,98115
285000,98117
285000,98118
285000,98118
285000,98118
285000,98118
285000,98125
285000,98125
285000,98125
285000,98126
285000,98126
285000,98126
285000,98133
285000,98133
285000,98133
285000,98144
285000,98146
285000,98146
285000,98146
285000,98146
285000,98148
285000,98155
285000,98155
285000,98166
285000,98166
285000,98168
285000,98168
285000,98168
285000,98178
285000,98178
285000,98178
285000,98198
285167,98092
285500,98023
285650,98155
285750,98055
285900,98032
285950,98146
285950,98168
286000,98001
286000,98023
286000,98023
286000,98038
286000,98042
286000,98042
286000,98045
286000,98056
286000,98106
286000,98118
286000,98125
286000,98136
286000,98136
286000,98168
286285,98002
286300,98045
286300,98178
286308,98133
286500,98003
286651,98001
286700,98065
286800,98031
286900,98042
286950,98001
286950,98042
287000,98001
287000,98003
287000,98019
287000,98022
287000,98023
287000,98030
287000,98032
287000,98038
287000,98042
287000,98045
287000,98055
287000,98056
287000,98058
287000,98058
287000,98059
287000,98092
287000,98106
287000,98106
287000,98118
287000,98146
287000,98168
287000,98178
287000,98198
287200,98038
287450,98146
287500,98001
287500,98023
287500,98023
287500,98032
287500,98055
287500,98133
287500,98146
287500,98178
287600,98001
287653,98038
288000,98002
288000,98002
288000,98031
288000,98038
288000,98038
288000,98042
288000,98045
288000,98055
288000,98058
288000,98092
288000,98133
288250,98178
288349,98010
288350,98188
288400,98031
288400,98056
288790,98027
288790,98027
288790,98027
289000,98001
289000,98001
289000,98001
289000,98022
289000,98030
289000,98034
289000,98038
289000,98042
289000,98042
289000,98042
289000,98055
289000,98056
289000,98058
289000,98058
289000,98106
289000,98118
289000,98126
289000,98136
289000,98148
289000,98148
289200,98019
289275,98019
289500,98092
289500,98115
289500,98178
289571,98059
289659,98031
289900,98058
289900,98178
289900,98198
289950,98001
289950,98002
289950,98023
289950,98023
289950,98030
289950,98031
289950,98038
289950,98056
289950,98059
289950,98092
289950,98092
289950,98133
289950,98148
289950,98155
289950,98188
289950,98198
289999,98092
289999,98092
290000,98001
290000,98001
290000,98001
290000,98003
290000,98003
290000,98006
290000,98019
290000,98022
290000,98023
290000,98028
290000,98030
290000,98030
290000,98030
290000,98031
290000,98031
290000,98031
290000,98032
290000,98032
290000,98034
290000,98038
290000,98038
290000,98038
290000,98038
290000,98038
290000,98038
290000,98042
290000,98042
290000,98042
290000,98042
290000,98042
290000,98045
290000,98045
290000,98045
290000,98045
290000,98055
290000,98055
290000,98055
290000,98055
290000,98055
290000,98055
290000,98055
290000,98055
290000,98055
290000,98056
290000,98056
290000,98058
290000,98058
290000,98058
290000,98058
290000,98059
290000,98070
290000,98103
290000,98106
290000,98106
290000,98107
290000,98115
290000,98116
290000,98117
290000,98118
290000,98118
290000,98125
290000,98125
290000,98125
290000,98133
290000,98133
290000,98133
290000,98133
290000,98133
290000,98133
290000,98133
290000,98136
290000,98144
290000,98144
290000,98146
290000,98148
290000,98155
290000,98155
290000,98155
290000,98155
290000,98155
290000,98155
290000,98155
290000,98166
290000,98168
290000,98168
290000,98168
290000,98198
290000,98198
290256,98023
290300,98055
290500,98055
290500,98178
290700,98038
290750,98118
290900,98178
291000,98003
291000,98023
291000,98024
291000,98030
291000,98038
291000,98042
291000,98042
291000,98103
291000,98118
291000,98168
291000,98178
291375,98059
291500,98038
291500,98042
291500,98155
291600,98058
291700,98106
291750,98166
291850,98198
291970,98058
292000,98002
292000,98002
292000,98002
292000,98030
292000,98031
292000,98031
292000,98038
292000,98055
292000,98056
292000,98059
292000,98059
292000,98118
292000,98118
292000,98125
292000,98166
292000,98168
292000,98168
292000,98168
292000,98178
292050,98178
292500,98001
292500,98002
292500,98023
292500,98031
292500,98038
292500,98042
292500,98092
292500,98106
292500,98126
292500,98198
292600,98056
293000,98022
293000,98023
293000,98038
293000,98038
293000,98038
293000,98055
293000,98056
293000,98059
293000,98092
293000,98133
293000,98166
293000,98177
293467,98027
293500,98038
293550,98168
293550,98198
294000,98023
294000,98023
294000,98034
294000,98038
294000,98038
294000,98042
294000,98055
294000,98092
294000,98092
294000,98106
294000,98108
294000,98126
294000,98133
294000,98133
294000,98168
294000,98168
294000,98178
294010,98106
294350,98106
294400,98002
294450,98155
294500,98059
294570,98059
294700,98003
294900,98038
294900,98055
294950,98125
294950,98133
294950,98155
294950,98188
294950,98188
294999,98030
295000,98001
295000,98003
295000,98006
295000,98007
295000,98022
295000,98022
295000,98022
295000,98023
295000,98023
295000,98023
295000,98023
295000,98023
295000,98024
295000,98027
295000,98028
295000,98030
295000,98030
295000,98030
295000,98031
295000,98031
295000,98031
295000,98031
295000,98031
295000,98033
295000,98038
295000,98038
295000,98038
295000,98038
295000,98038
295000,98038
295000,98038
295000,98038
295000,98042
295000,98042
295000,98042
295000,98045
295000,98045
295000,98055
295000,98055
295000,98056
295000,98058
295000,98058
295000,98058
295000,98058
295000,98065
295000,98070
295000,98070
295000,98070
295000,98106
295000,98106
295000,98106
295000,98106
295000,98106
295000,98108
295000,98116
295000,98116
295000,98122
295000,98122
295000,98125
295000,98125
295000,98126
295000,98133
295000,98133
295000,98133
295000,98144
295000,98146
295000,98146
295000,98148
295000,98148
295000,98148
295000,98155
295000,98155
295000,98178
295000,98178
295450,98092
295500,98023
295500,98055
295500,98108
295500,98168
295700,98092
295832,98198
295950,98133
296000,98038
296000,98038
296000,98058
296000,98117
296000,98125
296000,98133
296000,98168
296475,98038
296500,98032
296500,98042
296500,98055
296500,98126
297000,98002
297000,98003
297000,98022
297000,98022
297000,98038
297000,98042
297000,98056
297000,98070
297000,98125
297000,98166
297262,98003
297300,98092
297500,98023
297500,98038
297950,98055
297950,98058
297975,98168
298000,98002
298000,98003
298000,98038
298000,98042
298000,98055
298000,98092
298450,98003
298500,98092
298500,98188
298700,98023
298800,98155
298900,98002
298900,98092
298950,98030
299000,98001
299000,98001
299000,98001
299000,98001
299000,98003
299000,98003
299000,98014
299000,98022
299000,98023
299000,98023
299000,98023
299000,98030
299000,98030
299000,98031
299000,98031
299000,98031
299000,98032
299000,98032
299000,98034
299000,98038
299000,98042
299000,98045
299000,98055
299000,98056
299000,98058
299000,98058
299000,98058
299000,98058
299000,98059
299000,98059
299000,98065
299000,98077
299000,98092
299000,98092
299000,98106
299000,98108
299000,98118
299000,98118
299000,98118
299000,98118
299000,98118
299000,98122
299000,98126
299000,98133
299000,98155
299000,98155
299000,98155
299000,98178
299250,98023
299500,98003
299500,98003
299500,98032
299500,98042
299500,98045
299500,98045
299500,98045
299500,98092
299500,98126
299500,98144
299800,98014
299800,98092
299800,98118
299800,98126
299880,98108
299900,98001
299900,98023
299900,98038
299900,98042
299900,98042
299900,98092
299900,98092
299900,98106
299900,98133
299900,98155
299900,98198
299950,98001
299950,98001
299950,98019
299950,98019
299950,98023
299950,98023
299950,98031
299950,98034
299950,98038
299950,98042
299950,98042
299950,98056
299950,98056
299950,98058
299950,98058
299950,98092
299950,98106
299950,98118
299950,98118
299950,98126
299950,98133
299950,98168
299950,98177
299980,98178
299990,98022
299990,98023
299995,98092
299995,98155
299999,98001
299999,98092
299999,98106
299999,98166
300000,98001
300000,98001
300000,98002
300000,98002
300000,98002
300000,98002
300000,98003
300000,98008
300000,98014
300000,98014
300000,98019
300000,98019
300000,98019
300000,98023
300000,98023
300000,98023
300000,98023
300000,98023
300000,98023
300000,98023
300000,98023
300000,98027
300000,98028
300000,98028
300000,98030
300000,98030
300000,98030
300000,98030
300000,98031
300000,98031
300000,98031
300000,98031
300000,98031
300000,98031
300000,98031
300000,98031
300000,98032
300000,98034
300000,98034
300000,98034
300000,98034
300000,98038
300000,98038
300000,98038
300000,98038
300000,98038
300000,98038
300000,98042
300000,98042
300000,98042
300000,98042
300000,98042
300000,98042
300000,98042
300000,98042
300000,98052
300000,98053
300000,98055
300000,98055
300000,98055
300000,98055
300000,98055
300000,98055
300000,98056
300000,98056
300000,98056
300000,98058
300000,98058
300000,98058
300000,98058
300000,98058
300000,98058
300000,98058
300000,98058
300000,98058
300000,98059
300000,98059
300000,98059
300000,98059
300000,98059
300000,98065
300000,98070
300000,98072
300000,98092
300000,98092
300000,98092
300000,98092
300000,98103
300000,98106
300000,98106
300000,98106
300000,98106
300000,98106
300000,98106
300000,98108
300000,98108
300000,98108
300000,98108
300000,98108
300000,98115
300000,98117
300000,98118
300000,98118
300000,98118
300000,98125
300000,98126
300000,98133
300000,98133
300000,98133
300000,98133
300000,98133
300000,98133
300000,98133
300000,98144
300000,98144
300000,98146
300000,98146
300000,98155
300000,98155
300000,98155
300000,98155
300000,98166
300000,98166
300000,98168
300000,98168
300000,98168
300000,98168
300000,98177
300000,98177
300000,98178
300000,98178
300000,98188
300000,98198
300499,98092
300500,98106
300523,98119
301000,98031
301000,98042
301000,98055
301000,98065
301000,98133
301000,98155
301350,98178
301500,98056
301500,98136
301950,98059
302000,98001
302000,98003
302000,98003
302000,98022
302000,98030
302000,98038
302000,98058
302000,98059
302000,98059
302000,98059
302000,98092
302000,98118
302000,98118
302000,98122
302000,98133
302000,98133
302000,98133
302059,98027
302100,98146
302200,98058
302282,98122
302300,98023
302495,98030
302500,98030
302500,98042
302500,98198
302860,98136
303000,98001
303000,98022
303000,98024
303000,98042
303000,98045
303000,98055
303000,98070
303000,98092
303000,98092
303000,98125
303000,98133
303000,98144
303000,98146
303100,98178
303210,98092
303500,98034
303500,98038
303500,98118
303697,98125
303700,98030
304000,98003
304000,98034
304000,98042
304000,98058
304000,98133
304000,98144
304000,98155
304000,98155
304000,98178
304400,98023
304500,98003
304500,98027
304500,98031
304700,98133
304900,98031
304950,98045
304950,98126
304999,98023
305000,98001
305000,98001
305000,98001
305000,98002
305000,98003
305000,98003
305000,98014
305000,98022
305000,98022
305000,98023
305000,98023
305000,98023
305000,98023
305000,98023
305000,98023
305000,98023
305000,98023
305000,98023
305000,98027
305000,98027
305000,98029
305000,98030
305000,98031
305000,98031
305000,98031
305000,98031
305000,98032
305000,98033
305000,98034
305000,98034
305000,98038
305000,98038
305000,98038
305000,98038
305000,98038
305000,98038
305000,98042
305000,98042
305000,98042
305000,98045
305000,98053
305000,98053
305000,98055
305000,98055
305000,98055
305000,98055
305000,98055
305000,98055
305000,98056
305000,98056
305000,98058
305000,98058
305000,98058
305000,98058
305000,98059
305000,98059
305000,98059
305000,98059
305000,98059
305000,98077
305000,98077
305000,98092
305000,98092
305000,98092
305000,98106
305000,98106
305000,98115
305000,98117
305000,98118
305000,98118
305000,98118
305000,98118
305000,98118
305000,98125
305000,98125
305000,98133
305000,98133
305000,98133
305000,98133
305000,98133
305000,98133
305000,98144
305000,98155
305000,98155
305000,98155
305000,98155
305000,98155
305000,98166
305000,98166
305000,98168
305000,98168
305000,98168
305100,98058
305240,98133
305450,98056
305495,98059
305500,98031
305500,98155
305950,98092
306000,98028
306000,98030
306000,98030
306000,98034
306000,98034
306000,98042
306000,98042
306000,98042
306000,98056
306000,98058
306000,98077
306000,98092
306000,98092
306000,98103
306000,98125
306000,98126
306000,98133
306000,98155
306000,98168
306500,98003
306500,98023
306500,98042
306500,98059
306500,98065
306500,98136
306500,98198
306888,98056
306888,98125
306950,98117
307000,98014
307000,98014
307000,98019
307000,98023
307000,98031
307000,98042
307000,98045
307000,98055
307000,98058
307000,98106
307000,98146
307000,98155
307000,98155
307150,98056
307300,98133
307450,98023
307500,98034
307500,98038
307550,98031
307635,98038
307700,98198
307999,98022
308000,98003
308000,98027
308000,98030
308000,98031
308000,98042
308000,98045
308000,98055
308000,98072
308000,98092
308000,98106
308000,98118
308000,98118
308000,98168
308000,98198
308130,98198
308500,98106
308500,98155
308550,98045
308625,98133
308900,98092
308950,98022
308950,98038
309000,98001
309000,98014
309000,98032
309000,98038
309000,98038
309000,98042
309000,98058
309000,98106
309000,98106
309000,98146
309000,98168
309000,98168
309000,98198
309212,98045
309500,98028
309500,98059
309600,98070
309620,98019
309780,98092
309900,98003
309900,98092
309933,98042
309950,98023
309950,98038
309950,98045
309950,98055
309950,98058
309950,98106
309950,98168
309950,98188
309950,98198
310000,98001
310000,98001
310000,98003
310000,98003
310000,98011
310000,98011
310000,98014
310000,98014
310000,98019
310000,98023
310000,98023
310000,98023
310000,98023
310000,98023
310000,98023
310000,98023
310000,98027
310000,98028
310000,98028
310000,98029
310000,98029
310000,98029
310000,98029
310000,98030
310000,98030
310000,98031
310000,98032
310000,98034
310000,98034
310000,98034
310000,98038
310000,98038
310000,98038
310000,98038
310000,98042
310000,98042
310000,98042
310000,98042
310000,98042
310000,98045
310000,98055
310000,98055
310000,98056
310000,98056
310000,98056
310000,98058
310000,98058
310000,98058
310000,98059
310000,98059
310000,98059
310000,98059
310000,98059
310000,98065
310000,98070
310000,98070
310000,98072
310000,98074
310000,98092
310000,98103
310000,98106
310000,98106
310000,98106
310000,98106
310000,98108
310000,98108
310000,98117
310000,98118
310000,98118
310000,98118
310000,98118
310000,98118
310000,98118
310000,98125
310000,98125
310000,98125
310000,98125
310000,98126
310000,98126
310000,98126
310000,98133
310000,98133
310000,98133
310000,98133
310000,98136
310000,98136
310000,98144
310000,98146
310000,98148
310000,98155
310000,98155
310000,98155
310000,98155
310000,98155
310000,98155
310000,98155
310000,98166
310000,98178
310000,98198
310000,98198
310000,98198
310597,98023
310650,98059
310950,98031
311000,98023
311000,98034
311000,98038
311000,98042
311000,98042
311000,98056
311000,98058
311000,98059
311000,98108
311000,98108
311000,98118
311000,98118
311000,98125
311000,98168
311100,98055
311300,98133
311500,98031
311600,98133
311750,98023
311850,98042
312000,98014
312000,98022
312000,98030
312000,98031
312000,98031
312000,98038
312000,98038
312000,98038
312000,98042
312000,98055
312000,98058
312000,98106
312000,98106
312000,98106
312000,98115
312000,98115
312000,98118
312000,98125
312000,98146
312000,98168
312000,98188
312200,98003
312500,98008
312500,98030
312500,98055
312500,98055
312500,98058
312500,98058
312500,98092
312500,98103
312500,98106
312500,98106
312500,98133
312620,98045
312891,98001
312900,98038
313000,98023
313000,98027
313000,98059
313000,98092
313000,98103
313000,98133
313000,98133
313000,98144
313000,98166
313100,98001
313100,98055
313100,98056
313200,98042
313300,98116
313500,98034
313500,98045
313500,98058
313500,98106
313950,98115
313999,98038
314000,98022
314000,98031
314000,98038
314000,98038
314000,98059
314000,98126
314000,98188
314000,98188
314200,98117
314500,98003
314500,98003
314500,98010
314500,98038
314900,98003
314950,98001
314950,98022
314950,98038
314950,98038
314950,98038
314950,98058
314950,98059
314950,98059
314963,98103
315000,98001
315000,98002
315000,98002
315000,98003
315000,98003
315000,98011
315000,98014
315000,98019
315000,98022
315000,98022
315000,98023
315000,98023
315000,98023
315000,98023
315000,98024
315000,98027
315000,98028
315000,98030
315000,98030
315000,98031
315000,98031
315000,98031
315000,98031
315000,98038
315000,98038
315000,98038
315000,98038
315000,98038
315000,98038
315000,98038
315000,98038
315000,98042
315000,98042
315000,98042
315000,98042
315000,98042
315000,98045
315000,98045
315000,98045
315000,98052
315000,98052
315000,98055
315000,98055
315000,98056
315000,98056
315000,98056
315000,98058
315000,98058
315000,98058
315000,98058
315000,98058
315000,98058
315000,98059
315000,98059
315000,98059
315000,98059
315000,98059
315000,98074
315000,98077
315000,98092
315000,98103
315000,98106
315000,98106
315000,98106
315000,98106
315000,98106
315000,98106
315000,98106
315000,98106
315000,98108
315000,98108
315000,98118
315000,98118
315000,98118
315000,98118
315000,98118
315000,98118
315000,98118
315000,98125
315000,98126
315000,98126
315000,98126
315000,98126
315000,98133
315000,98133
315000,98133
315000,98133
315000,98133
315000,98136
315000,98146
315000,98146
315000,98146
315000,98148
315000,98155
315000,98155
315000,98155
315000,98155
315000,98155
315000,98155
315000,98166
315000,98166
315000,98166
315000,98166
315000,98166
315000,98168
315000,98168
315000,98178
315000,98178
315000,98178
315000,98178
315000,98178
315001,98058
315275,98125
315450,98108
315500,98019
315500,98034
315500,98058
315500,98072
316000,98003
316000,98019
316000,98022
316000,98023
316000,98031
316000,98038
316000,98045
316000,98053
316000,98058
316000,98059
316000,98077
316000,98092
316000,98118
316000,98126
316000,98133
316475,98042
316500,98023
316500,98031
316500,98058
316500,98106
316750,98125
317000,98001
317000,98019
317000,98023
317000,98038
317000,98055
317000,98056
317000,98058
317000,98058
317000,98058
317000,98108
317000,98125
317000,98126
317000,98133
317000,98144
317000,98178
317500,98001
317500,98058
317500,98059
317500,98059
317500,98122
317500,98155
317625,98144
317750,98042
317950,98042
318000,98003
318000,98055
318000,98072
318000,98133
318000,98133
318000,98155
318000,98168
318000,98178
318000,98198
318200,98038
318400,98038
318500,98058
318500,98106
318700,98003
318888,98032
318989,98023
319000,98023
319000,98023
319000,98031
319000,98031
319000,98031
319000,98032
319000,98034
319000,98034
319000,98038
319000,98042
319000,98058
319000,98070
319000,98077
319000,98115
319000,98118
319000,98118
319000,98125
319000,98125
319000,98133
319000,98168
319000,98188
319450,98002
319500,98002
319500,98059
319500,98108
319502,98010
319900,98002
319900,98002
319900,98028
319900,98045
319900,98092
319950,98022
319950,98038
319950,98058
319950,98065
319950,98092
319950,98092
319950,98103
319950,98118
319950,98133
319950,98146
319950,98146
319950,98178
319990,98031
319990,98031
319990,98148
320000,98001
320000,98003
320000,98003
320000,98006
320000,98014
320000,98022
320000,98023
320000,98023
320000,98023
320000,98023
320000,98028
320000,98030
320000,98031
320000,98031
320000,98031
320000,98032
320000,98032
320000,98032
320000,98038
320000,98038
320000,98038
320000,98038
320000,98038
320000,98038
320000,98042
320000,98042
320000,98042
320000,98042
320000,98042
320000,98045
320000,98045
320000,98045
320000,98055
320000,98056
320000,98056
320000,98056
320000,98056
320000,98056
320000,98058
320000,98058
320000,98058
320000,98058
320000,98058
320000,98058
320000,98058
320000,98058
320000,98058
320000,98059
320000,98059
320000,98059
320000,98059
320000,98059
320000,98059
320000,98059
320000,98059
320000,98059
320000,98059
320000,98077
320000,98077
320000,98092
320000,98092
320000,98103
320000,98106
320000,98106
320000,98106
320000,98106
320000,98106
320000,98106
320000,98106
320000,98108
320000,98108
320000,98108
320000,98108
320000,98117
320000,98117
320000,98117
320000,98118
320000,98118
320000,98118
320000,98118
320000,98118
320000,98125
320000,98125
320000,98126
320000,98126
320000,98126
320000,98126
320000,98133
320000,98133
320000,98133
320000,98133
320000,98133
320000,98133
320000,98144
320000,98155
320000,98155
320000,98155
320000,98155
320000,98155
320000,98155
320000,98155
320000,98166
320000,98166
320000,98168
320000,98168
320000,98188
320000,98198
320600,98166
320900,98010
320900,98031
321000,98001
321000,98031
321000,98032
321000,98034
321000,98038
321000,98038
321000,98056
321000,98092
321000,98125
321027,98023
321500,98001
321500,98030
321500,98144
321950,98144
322000,98010
322000,98019
322000,98030
322000,98034
322000,98045
322000,98053
322000,98056
322000,98056
322000,98058
322000,98133
322000,98133
322000,98188
322200,98042
322400,98059
322500,98019
322500,98038
322500,98038
322500,98056
322500,98056
322500,98058
322500,98077
322500,98092
322500,98155
322968,98028
323000,98011
323000,98014
323000,98022
323000,98038
323000,98038
323000,98042
323000,98058
323000,98058
323000,98065
323000,98072
323000,98092
323000,98092
323000,98106
323000,98155
323000,98178
323000,98199
323400,98092
323500,98178
323800,98023
324000,98019
324000,98031
324000,98042
324000,98045
324000,98055
324000,98058
324000,98117
324000,98133
324000,98133
324000,98177
324360,98022
324450,98166
324500,98023
324500,98042
324500,98056
324500,98118
324500,98125
324747,98038
324800,98108
324888,98092
324900,98032
324900,98038
324900,98092
324950,98024
324950,98031
324950,98032
324950,98038
324950,98042
324950,98055
324950,98074
324950,98125
324950,98125
324950,98126
324950,98155
324950,98166
324950,98168
324950,98178
324950,98178
324950,98188
324950,98198
325000,98003
325000,98003
325000,98003
325000,98010
325000,98010
325000,98011
325000,98011
325000,98014
325000,98019
325000,98019
325000,98019
325000,98019
325000,98019
325000,98019
325000,98022
325000,98022
325000,98022
325000,98022
325000,98023
325000,98023
325000,98023
325000,98027
325000,98027
325000,98027
325000,98028
325000,98030
325000,98030
325000,98030
325000,98030
325000,98030
325000,98030
325000,98030
325000,98030
325000,98031
325000,98031
325000,98031
325000,98031
325000,98031
325000,98031
325000,98034
325000,98034
325000,98034
325000,98034
325000,98034
325000,98034
325000,98034
325000,98034
325000,98038
325000,98038
325000,98038
325000,98042
325000,98042
325000,98042
325000,98042
325000,98042
325000,98042
325000,98042
325000,98045
325000,98045
325000,98055
325000,98055
325000,98055
325000,98055
325000,98055
325000,98056
325000,98056
325000,98056
325000,98058
325000,98058
325000,98058
325000,98058
325000,98058
325000,98058
325000,98058
325000,98065
325000,98074
325000,98077
325000,98077
325000,98092
325000,98092
325000,98092
325000,98092
325000,98103
325000,98106
325000,98106
325000,98106
325000,98106
325000,98106
325000,98106
325000,98106
325000,98106
325000,98106
325000,98106
325000,98108
325000,98108
325000,98116
325000,98118
325000,98118
325000,98118
325000,98118
325000,98118
325000,98118
325000,98118
325000,98118
325000,98125
325000,98125
325000,98125
325000,98125
325000,98125
325000,98125
325000,98126
325000,98126
325000,98126
325000,98133
325000,98133
325000,98133
325000,98133
325000,98133
325000,98133
325000,98133
325000,98144
325000,98144
325000,98144
325000,98144
325000,98146
325000,98146
325000,98146
325000,98146
325000,98146
325000,98155
325000,98155
325000,98155
325000,98155
325000,98155
325000,98155
325000,98155
325000,98168
325000,98168
325000,98177
325000,98177
325000,98178
325000,98188
325000,98188
325000,98188
325000,98198
325000,98198
325000,98198
325000,98198
325088,98108
325250,98198
325500,98055
325500,98125
325900,98023
325900,98042
326000,98019
326000,98042
326000,98056
326000,98058
326000,98072
326000,98103
326000,98118
326000,98125
326000,98146
326000,98155
326000,98178
326100,98177
326188,98053
326250,98034
326500,98072
326500,98106
326989,98038
326995,98038
327000,98022
327000,98042
327000,98042
327000,98055
327000,98056
327000,98058
327000,98059
327000,98092
327000,98125
327000,98126
327000,98133
327000,98144
327000,98155
327000,98166
327200,98168
327500,98031
327500,98031
327500,98032
327500,98058
327500,98058
327500,98118
327500,98155
327500,98166
327555,98030
328000,98001
328000,98019
328000,98038
328000,98038
328000,98055
328000,98058
328000,98058
328000,98059
328000,98092
328000,98092
328000,98106
328000,98106
328000,98116
328000,98133
328000,98155
328000,98198
328423,98146
328500,98042
328500,98042
328500,98125
328950,98058
329000,98003
329000,98023
329000,98030
329000,98042
329000,98045
329000,98058
329000,98059
329000,98070
329000,98072
329000,98092
329000,98106
329000,98106
329000,98117
329000,98133
329000,98133
329000,98146
329000,98155
329000,98178
329350,98117
329445,98144
329500,98001
329500,98019
329500,98030
329500,98038
329500,98070
329500,98133
329780,98146
329800,98092
329900,98002
329900,98038
329900,98092
329900,98106
329900,98117
329900,98118
329922,98155
329932,98133
329950,98023
329950,98023
329950,98027
329950,98031
329950,98038
329950,98038
329950,98055
329950,98058
329950,98058
329950,98059
329950,98092
329950,98108
329950,98133
329950,98144
329950,98146
329950,98155
329950,98166
329950,98178
329990,98022
329995,98001
329999,98022
329999,98155
330000,98001
330000,98001
330000,98002
330000,98007
330000,98010
330000,98010
330000,98011
330000,98014
330000,98019
330000,98019
330000,98019
330000,98019
330000,98019
330000,98022
330000,98022
330000,98022
330000,98022
330000,98022
330000,98023
330000,98023
330000,98023
330000,98023
330000,98023
330000,98023
330000,98024
330000,98027
330000,98027
330000,98028
330000,98028
330000,98028
330000,98028
330000,98030
330000,98030
330000,98030
330000,98032
330000,98034
330000,98034
330000,98034
330000,98034
330000,98034
330000,98038
330000,98042
330000,98042
330000,98042
330000,98042
330000,98045
330000,98053
330000,98055
330000,98055
330000,98055
330000,98056
330000,98058
330000,98058
330000,98058
330000,98058
330000,98058
330000,98058
330000,98059
330000,98059
330000,98059
330000,98059
330000,98059
330000,98065
330000,98065
330000,98070
330000,98072
330000,98077
330000,98077
330000,98092
330000,98092
330000,98102
330000,98106
330000,98106
330000,98106
330000,98106
330000,98106
330000,98106
330000,98106
330000,98108
330000,98108
330000,98108
330000,98108
330000,98108
330000,98115
330000,98116
330000,98117
330000,98118
330000,98118
330000,98118
330000,98118
330000,98118
330000,98122
330000,98125
330000,98125
330000,98126
330000,98133
330000,98133
330000,98136
330000,98144
330000,98144
330000,98146
330000,98146
330000,98146
330000,98148
330000,98155
330000,98155
330000,98155
330000,98155
330000,98155
330000,98166
330000,98168
330000,98168
330000,98177
330000,98177
330000,98178
330000,98188
330000,98188
330000,98198
330000,98199
330490,98058
330600,98117
330675,98019
330950,98118
331000,98027
331000,98030
331000,98059
331000,98103
331000,98133
331000,98199
331210,98001
331292,98019
331500,98006
331500,98042
331500,98059
331950,98092
332000,98001
332000,98022
332000,98023
332000,98042
332000,98042
332000,98045
332000,98058
332000,98059
332000,98092
332000,98108
332000,98112
332000,98155
332000,98166
332100,98092
332220,98024
332500,98038
332500,98038
332500,98118
332500,98125
332500,98133
332500,98144
332500,98166
332544,98055
332888,98122
332900,98077
333000,98003
333000,98006
333000,98006
333000,98042
333000,98042
333000,98055
333000,98058
333000,98058
333000,98059
333000,98059
333000,98092
333000,98117
333000,98118
333000,98126
333000,98126
333000,98144
333000,98146
333490,98003
333500,98011
333500,98028
333500,98030
333500,98146
333700,98042
333760,98052
333800,98118
334000,98019
334000,98030
334000,98034
334000,98055
334000,98092
334000,98115
334000,98116
334000,98118
334000,98133
334000,98166
334000,98178
334000,98199
334009,98034
334200,98019
334500,98042
334500,98133
334500,98144
334550,98133
334850,98116
334888,98092
334900,98117
334900,98118
334950,98003
334950,98027
334950,98031
334950,98038
334950,98042
334950,98058
334950,98059
334950,98168
334990,98146
334998,98108
334999,98014
335000,98001
335000,98001
335000,98003
335000,98003
335000,98003
335000,98003
335000,98006
335000,98010
335000,98011
335000,98014
335000,98019
335000,98022
335000,98023
335000,98023
335000,98023
335000,98023
335000,98024
335000,98027
335000,98028
335000,98028
335000,98028
