date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,ren_period,yr_renovated_dt,date_dt
6/22/2014,874150.0,4,3.5,3530,14406,2.0,0.0,1.0,3,10,2570,960.0,1987,1987.0,98034,47.7073,-122.244,3170,15181,28.0,1987,2014-06-22
7/31/2014,470000.0,3,2.25,2220,9800,2.0,0.0,0.0,3,8,2220,0.0,1987,1987.0,98155,47.7635,-122.286,2420,10232,28.0,1987,2014-07-31
5/21/2014,374000.0,3,1.75,2000,9416,1.0,0.0,0.0,4,6,2000,0.0,1961,1961.0,98033,47.696999999999996,-122.175,1440,9555,54.0,1961,2014-05-21
7/17/2014,510000.0,2,1.75,1210,131115,1.5,0.0,0.0,5,7,1210,0.0,1950,1950.0,98070,47.4599,-122.45,2020,185565,65.0,1950,2014-07-17
7/11/2014,467000.0,2,2.5,1140,1181,3.0,0.0,0.0,3,8,1140,0.0,2007,2007.0,98107,47.6713,-122.383,1220,1189,8.0,2007,2014-07-11
6/16/2014,576000.0,4,2.5,2440,28405,2.0,0.0,0.0,3,8,2440,0.0,2002,2002.0,98028,47.7386,-122.238,2480,11429,13.0,2002,2014-06-16
5/30/2014,196440.0,3,2.0,1560,7352,1.0,0.0,0.0,3,6,1560,0.0,1992,1992.0,98001,47.2804,-122.251,1120,7950,23.0,1992,2014-05-30
12/31/2014,825000.0,4,2.5,3210,18901,2.0,0.0,0.0,3,10,3210,0.0,1993,1993.0,98077,47.708999999999996,-122.073,3330,18901,22.0,1993,2014-12-31
4/8/2015,281000.0,2,1.0,930,2600,1.0,0.0,0.0,3,7,930,0.0,1981,1981.0,98034,47.7242,-122.161,1370,3488,34.0,1981,2015-04-08
8/12/2014,326000.0,3,2.5,1782,1577,3.0,0.0,0.0,3,7,1782,0.0,2000,2000.0,98125,47.7114,-122.301,1550,1744,15.0,2000,2014-08-12
4/10/2015,340000.0,3,1.75,1740,46580,1.0,0.0,0.0,4,7,1740,0.0,1980,1980.0,98010,47.3583,-121.927,1576,54685,35.0,1980,2015-04-10
12/8/2014,440000.0,5,1.75,3690,36036,1.0,0.0,0.0,3,9,1890,1800.0,1985,1985.0,98042,47.3473,-122.085,2680,44131,30.0,1985,2014-12-08
5/22/2014,749000.0,4,2.5,2930,18199,2.0,0.0,0.0,3,9,2930,0.0,1998,1998.0,98075,47.5937,-122.04700000000001,2930,33976,17.0,1998,2014-05-22
2/27/2015,340000.0,4,1.0,1230,8316,1.5,0.0,0.0,3,7,1230,0.0,1963,1963.0,98034,47.7269,-122.24,1490,8316,52.0,1963,2015-02-27
5/6/2014,561000.0,3,2.0,2000,7000,2.0,0.0,0.0,3,7,2000,0.0,1916,1986.0,98136,47.5452,-122.39299999999999,1840,7000,29.0,1986,2014-05-06
10/31/2014,270000.0,3,2.25,1520,7930,1.0,0.0,0.0,3,7,1160,360.0,1988,1988.0,98038,47.3605,-122.04899999999999,1530,7930,27.0,1988,2014-10-31
6/20/2014,600000.0,2,1.0,1040,3600,1.0,0.0,0.0,4,7,1040,0.0,1919,1980.0,98112,47.619,-122.311,2250,4800,35.0,1980,2014-06-20
5/5/2014,219900.0,4,1.5,1120,5427,1.0,0.0,0.0,3,6,1120,0.0,1969,1969.0,98042,47.3628,-122.087,1150,5304,46.0,1969,2014-05-05
12/8/2014,617000.0,3,1.75,3020,360241,2.0,0.0,0.0,3,8,3020,0.0,1992,1992.0,98092,47.2662,-122.088,1890,209959,23.0,1992,2014-12-08
9/4/2014,469000.0,3,2.25,1820,8446,2.0,0.0,0.0,3,8,1820,0.0,1978,1978.0,98034,47.7208,-122.236,1850,8437,37.0,1978,2014-09-04
8/11/2014,229000.0,3,1.0,1370,56628,1.0,0.0,0.0,3,7,1370,0.0,1942,1942.0,98003,47.3058,-122.306,1768,8702,73.0,1942,2014-08-11
4/22/2015,1270000.0,4,3.0,3130,2646,2.5,0.0,0.0,5,9,2290,840.0,1906,1906.0,98102,47.6272,-122.316,2920,4500,109.0,1906,2015-04-22
8/5/2014,365000.0,3,1.5,1640,8301,1.0,0.0,0.0,3,7,1290,350.0,1958,1958.0,98155,47.7443,-122.32700000000001,1640,8955,57.0,1958,2014-08-05
12/12/2014,429000.0,4,2.5,2650,9301,2.0,0.0,0.0,3,9,2650,0.0,2001,2001.0,98001,47.3477,-122.271,2730,8688,14.0,2001,2014-12-12
12/8/2014,550000.0,4,2.5,2850,6809,2.0,0.0,0.0,3,9,2850,0.0,2003,2003.0,98019,47.7353,-121.973,2820,7500,12.0,2003,2014-12-08
1/16/2015,453000.0,3,2.5,1820,16300,1.0,0.0,0.0,4,7,1220,600.0,1955,1955.0,98166,47.4582,-122.365,1870,16300,60.0,1955,2015-01-16
6/17/2014,187500.0,3,1.5,1180,7000,1.0,0.0,0.0,4,7,1180,0.0,1977,1977.0,98023,47.2966,-122.374,1180,7370,38.0,1977,2014-06-17
4/15/2015,520500.0,6,2.5,1880,14350,1.0,0.0,0.0,5,7,1640,240.0,1955,1955.0,98133,47.7556,-122.352,1510,9840,60.0,1955,2015-04-15
2/4/2015,300000.0,3,1.75,1280,12776,1.0,0.0,0.0,4,7,1280,0.0,1977,1977.0,98031,47.4212,-122.199,1680,11704,38.0,1977,2015-02-04
5/16/2014,799000.0,4,3.25,3120,5000,2.0,0.0,0.0,3,9,2370,750.0,2005,2005.0,98115,47.69,-122.29899999999999,2520,6000,10.0,2005,2014-05-16
2/3/2015,338000.0,3,2.5,2470,4948,2.0,0.0,0.0,3,8,2470,0.0,2003,2003.0,98038,47.3438,-122.039,2500,4993,12.0,2003,2015-02-03
5/14/2014,800000.0,3,1.0,1700,4400,1.5,0.0,0.0,4,8,1700,0.0,1906,1906.0,98122,47.611999999999995,-122.292,1610,4180,109.0,1906,2014-05-14
8/25/2014,360000.0,2,2.0,1180,3200,1.0,0.0,1.0,4,6,590,590.0,1945,1945.0,98136,47.5275,-122.383,1350,4000,70.0,1945,2014-08-25
7/28/2014,442500.0,6,2.5,2800,10490,1.0,0.0,0.0,3,7,1400,1400.0,1968,1968.0,98177,47.7735,-122.37799999999999,2290,8716,47.0,1968,2014-07-28
3/27/2015,700000.0,4,1.0,1300,1651359,1.0,0.0,3.0,4,6,1300,0.0,1920,1920.0,98022,47.2313,-122.023,2560,425581,95.0,1920,2015-03-27
5/8/2014,830000.0,5,3.0,3040,9601,1.0,0.0,0.0,5,9,1970,1070.0,1968,1968.0,98040,47.5562,-122.22,3180,12390,47.0,1968,2014-05-08
11/18/2014,360400.0,3,2.5,1630,11592,2.0,0.0,0.0,3,8,1630,0.0,1987,1987.0,98011,47.7574,-122.228,1700,8850,28.0,1987,2014-11-18
11/21/2014,345000.0,3,1.0,1340,9339,1.0,0.0,0.0,5,7,1340,0.0,1960,1960.0,98056,47.5407,-122.177,1310,9350,55.0,1960,2014-11-21
9/9/2014,300000.0,3,1.75,1830,51836,1.0,0.0,0.0,4,7,1430,400.0,1966,1966.0,98059,47.4774,-122.098,1320,51400,49.0,1966,2014-09-09
9/4/2014,350000.0,3,1.0,1240,10800,1.0,0.0,0.0,5,7,1240,0.0,1959,1959.0,98056,47.5233,-122.185,1810,10800,56.0,1959,2014-09-04
10/8/2014,368000.0,4,2.0,2500,36900,1.0,0.0,0.0,3,7,1540,960.0,1972,1972.0,98038,47.3708,-122.04899999999999,1960,36900,43.0,1972,2014-10-08
6/23/2014,264000.0,3,1.75,1760,7482,1.0,0.0,0.0,4,8,1760,0.0,1966,1966.0,98023,47.3129,-122.369,2000,7500,49.0,1966,2014-06-23
3/12/2015,435000.0,3,2.0,2660,16677,1.0,0.0,0.0,3,9,2210,450.0,1990,1990.0,98038,47.3689,-122.055,2660,11355,25.0,1990,2015-03-12
6/4/2014,200000.0,3,1.5,2060,15837,1.5,0.0,0.0,3,6,2060,0.0,1903,1903.0,98055,47.4819,-122.223,2190,8549,112.0,1903,2014-06-04
5/14/2014,620000.0,5,2.5,2540,3832,2.0,0.0,0.0,5,8,1760,780.0,1929,1929.0,98117,47.6848,-122.398,2000,5289,86.0,1929,2014-05-14
11/20/2014,1680000.0,5,4.25,4830,11466,2.0,0.0,0.0,3,10,3720,1110.0,2014,2014.0,98040,47.5774,-122.22200000000001,2180,11017,1.0,2014,2014-11-20
12/9/2014,337000.0,3,1.75,1400,6000,1.0,0.0,0.0,4,7,700,700.0,1919,1919.0,98108,47.5283,-122.321,1030,6000,96.0,1919,2014-12-09
10/1/2014,1930000.0,4,3.25,4280,20296,2.0,0.0,0.0,4,11,4280,0.0,1984,1984.0,98004,47.6377,-122.212,3420,16351,31.0,1984,2014-10-01
5/28/2014,544500.0,4,2.5,2230,10414,1.0,0.0,0.0,5,7,1450,780.0,1974,1974.0,98075,47.5816,-122.0,1960,10240,41.0,1974,2014-05-28
1/2/2015,252000.0,1,1.0,680,1638,1.0,0.0,4.0,1,6,680,0.0,1910,1992.0,98116,47.5832,-122.399,1010,3621,23.0,1992,2015-01-02
6/5/2014,445000.0,4,2.5,2340,3784,2.0,0.0,0.0,3,8,2340,0.0,2008,2008.0,98106,47.535,-122.348,1730,4000,7.0,2008,2014-06-05
7/25/2014,379500.0,3,2.25,2070,14196,2.0,0.0,0.0,3,7,2070,0.0,1989,1989.0,98059,47.4617,-122.07,1550,13860,26.0,1989,2014-07-25
3/11/2015,189950.0,4,2.0,1910,4225,1.0,0.0,0.0,4,6,910,1000.0,1919,1919.0,98001,47.3084,-122.234,1060,4800,96.0,1919,2015-03-11
6/2/2014,469000.0,3,1.0,950,4250,1.5,0.0,0.0,5,6,950,0.0,1948,1948.0,98122,47.608999999999995,-122.307,2130,5120,67.0,1948,2014-06-02
6/11/2014,600000.0,5,2.75,2910,53898,1.0,0.0,0.0,5,7,1510,1400.0,1979,1979.0,98077,47.7201,-122.06200000000001,3210,216928,36.0,1979,2014-06-11
11/7/2014,785000.0,3,2.5,2930,33981,2.0,0.0,2.0,3,9,2930,0.0,2000,2000.0,98059,47.5151,-122.12,3720,35230,15.0,2000,2014-11-07
2/10/2015,372000.0,4,2.75,2610,8967,2.0,0.0,0.0,4,8,2610,0.0,1990,1990.0,98042,47.3747,-122.124,2390,7852,25.0,1990,2015-02-10
2/25/2015,445000.0,5,3.0,3880,7180,2.0,0.0,0.0,3,7,3880,0.0,2004,2004.0,98056,47.4797,-122.179,2160,4793,11.0,2004,2015-02-25
10/14/2014,508000.0,4,2.25,3320,53392,2.0,0.0,0.0,4,8,2000,1320.0,1986,1986.0,98027,47.4724,-122.014,3230,43129,29.0,1986,2014-10-14
3/18/2015,780000.0,5,1.5,1940,4800,2.0,0.0,0.0,3,8,1940,0.0,1905,1905.0,98103,47.6845,-122.33200000000001,1750,4800,110.0,1905,2015-03-18
3/16/2015,541100.0,4,2.25,2510,9800,2.0,0.0,0.0,3,9,2510,0.0,1978,1978.0,98072,47.753,-122.145,2440,11000,37.0,1978,2015-03-16
1/5/2015,729000.0,4,2.5,2660,5608,2.0,0.0,0.0,3,9,2660,0.0,2003,2003.0,98029,47.5449,-121.995,3010,5608,12.0,2003,2015-01-05
11/4/2014,397000.0,3,2.0,1710,134489,1.0,0.0,2.0,5,7,1710,0.0,1952,1952.0,98022,47.2207,-121.984,1700,63823,63.0,1952,2014-11-04
5/15/2014,451555.0,2,1.0,1320,4520,1.0,0.0,1.0,3,6,1320,0.0,1912,1971.0,98116,47.5655,-122.39399999999999,1420,4560,44.0,1971,2014-05-15
6/30/2014,300000.0,2,1.0,960,8153,1.0,0.0,0.0,3,6,960,0.0,1947,1947.0,98155,47.7341,-122.3,1160,8199,68.0,1947,2014-06-30
4/7/2015,416000.0,3,2.5,1790,11542,1.0,0.0,0.0,5,7,1190,600.0,1969,1969.0,98059,47.5124,-122.16,1790,9131,46.0,1969,2015-04-07
10/21/2014,490000.0,2,1.0,950,3060,1.0,0.0,0.0,3,6,810,140.0,1925,1925.0,98105,47.6698,-122.323,1510,3780,90.0,1925,2014-10-21
1/29/2015,480000.0,6,3.75,2940,5054,2.0,0.0,0.0,3,7,2940,0.0,1942,2003.0,98146,47.5122,-122.385,1530,5320,12.0,2003,2015-01-29
2/3/2015,368000.0,2,2.0,930,1662,1.0,0.0,0.0,3,7,670,260.0,2002,2002.0,98199,47.6518,-122.4,1780,2343,13.0,2002,2015-02-03
9/18/2014,1040000.0,3,2.5,4570,10615,2.0,0.0,0.0,3,12,4570,0.0,1991,1991.0,98027,47.5533,-122.09700000000001,3860,11576,24.0,1991,2014-09-18
1/20/2015,545000.0,3,2.5,2370,9000,1.0,0.0,3.0,4,8,1570,800.0,1952,1952.0,98146,47.4922,-122.365,2120,9500,63.0,1952,2015-01-20
3/23/2015,850000.0,5,2.75,3430,15119,2.0,0.0,0.0,3,10,3430,0.0,1998,1998.0,98075,47.5678,-122.03200000000001,3430,12045,17.0,1998,2015-03-23
12/4/2014,550000.0,4,3.5,3540,4750,2.0,0.0,0.0,3,10,3540,0.0,2003,2003.0,98055,47.473,-122.193,3310,5655,12.0,2003,2014-12-04
2/17/2015,600000.0,3,2.25,2240,9314,2.0,0.0,0.0,3,9,2240,0.0,1984,1984.0,98074,47.6216,-122.03200000000001,2240,9314,31.0,1984,2015-02-17
8/27/2014,535000.0,4,2.5,2710,12138,1.0,0.0,0.0,3,8,1700,1010.0,1968,1968.0,98155,47.7657,-122.29,2390,10052,47.0,1968,2014-08-27
5/20/2014,599950.0,3,2.5,2660,4975,2.0,0.0,0.0,3,8,2660,0.0,2014,2014.0,98118,47.5487,-122.272,1840,6653,1.0,2014,2014-05-20
7/18/2014,531000.0,5,2.75,2540,5022,1.0,0.0,0.0,4,8,1540,1000.0,1955,1955.0,98108,47.5593,-122.3,2510,5182,60.0,1955,2014-07-18
6/5/2014,530000.0,4,2.25,2210,7665,2.0,0.0,0.0,4,8,2210,0.0,1968,1968.0,98006,47.5424,-122.16799999999999,1960,7903,47.0,1968,2014-06-05
6/25/2014,597326.0,4,4.0,3570,8250,2.0,0.0,0.0,3,10,2860,710.0,2015,2015.0,98040,47.5784,-122.226,2230,10000,0.0,2015,2014-06-25
4/29/2015,805000.0,4,2.5,3450,33460,2.0,0.0,0.0,3,9,3450,0.0,1997,1997.0,98077,47.7673,-122.1,2820,35250,18.0,1997,2015-04-29
10/27/2014,390000.0,4,1.75,2330,8364,1.0,0.0,0.0,4,8,2330,0.0,1968,1968.0,98058,47.4568,-122.146,2180,9630,47.0,1968,2014-10-27
5/19/2014,487250.0,4,2.0,1690,3250,1.5,0.0,0.0,3,7,1550,140.0,1901,1901.0,98103,47.6637,-122.346,1620,3250,114.0,1901,2014-05-19
9/9/2014,301000.0,3,1.5,1030,8414,1.0,0.0,0.0,4,7,1030,0.0,1967,1967.0,98155,47.7654,-122.29700000000001,1750,8414,48.0,1967,2014-09-09
2/5/2015,1180000.0,5,2.75,2560,5618,1.5,0.0,2.0,3,8,2220,340.0,1923,1923.0,98109,47.6416,-122.355,2740,4000,92.0,1923,2015-02-05
9/26/2014,299000.0,4,2.5,1950,3000,2.0,0.0,0.0,3,7,1950,0.0,2002,2002.0,98178,47.4977,-122.226,1170,6000,13.0,2002,2014-09-26
9/3/2014,2350000.0,4,2.25,4370,22863,2.5,0.0,3.0,4,10,3670,0.0,1907,1994.0,98033,47.6878,-122.215,2980,22863,21.0,1994,2014-09-03
10/14/2014,400000.0,4,2.5,2350,3904,2.5,0.0,0.0,3,7,2350,0.0,1999,1999.0,98106,47.5305,-122.351,1120,4000,16.0,1999,2014-10-14
12/1/2014,467500.0,4,2.5,3160,7210,1.0,0.0,0.0,4,7,1880,1280.0,1969,1969.0,98034,47.7368,-122.18299999999999,2070,7560,46.0,1969,2014-12-01
2/20/2015,305000.0,4,2.5,2430,9103,2.0,0.0,0.0,3,8,2430,0.0,1990,1990.0,98023,47.2939,-122.368,2260,8090,25.0,1990,2015-02-20
5/5/2014,210000.0,3,1.0,1340,306848,1.0,0.0,0.0,3,5,1340,0.0,1953,1953.0,98019,47.7534,-121.912,1800,128066,62.0,1953,2014-05-05
4/28/2015,300000.0,3,1.0,1010,10168,1.0,0.0,0.0,3,6,1010,0.0,1979,1979.0,98014,47.6453,-121.912,1180,10318,36.0,1979,2015-04-28
9/8/2014,327500.0,3,2.25,1770,8755,1.0,0.0,0.0,3,8,1330,440.0,1981,1981.0,98058,47.4464,-122.12299999999999,1910,8710,34.0,1981,2014-09-08
8/5/2014,269000.0,3,2.0,1210,7136,1.0,0.0,0.0,3,7,1210,0.0,2003,2003.0,98031,47.3996,-122.20299999999999,1210,5765,12.0,2003,2014-08-05
3/31/2015,975000.0,4,3.25,3330,17533,1.0,0.0,2.0,3,9,1750,1580.0,1969,1969.0,98033,47.652,-122.2,3340,12798,46.0,1969,2015-03-31
12/10/2014,355000.0,3,1.0,1240,5400,1.0,0.0,0.0,4,7,1060,180.0,1940,1940.0,98133,47.7115,-122.355,1429,5400,75.0,1940,2014-12-10
5/8/2014,712000.0,3,1.0,1250,4620,1.5,0.0,0.0,4,7,1150,100.0,1900,1900.0,98103,47.651,-122.34100000000001,1900,4400,115.0,1900,2014-05-08
6/14/2014,883000.0,4,2.5,2960,41656,2.0,0.0,0.0,3,10,2960,0.0,1985,1985.0,98072,47.7319,-122.132,3900,35104,30.0,1985,2014-06-14
8/15/2014,190000.0,2,1.0,840,12252,1.0,0.0,0.0,3,6,840,0.0,1994,1994.0,98010,47.3069,-122.01299999999999,1010,11876,21.0,1994,2014-08-15
4/6/2015,443000.0,3,1.75,1530,8028,1.0,0.0,0.0,3,7,1200,330.0,1967,1967.0,98177,47.7768,-122.361,1530,8028,48.0,1967,2015-04-06
5/9/2014,920000.0,4,3.0,3750,11025,2.0,0.0,0.0,3,10,3750,0.0,1976,1976.0,98074,47.6367,-122.059,2930,12835,39.0,1976,2014-05-09
12/22/2014,285000.0,4,2.25,2150,8250,1.0,0.0,0.0,4,7,1240,910.0,1978,1978.0,98023,47.3045,-122.37799999999999,2050,7875,37.0,1978,2014-12-22
4/23/2015,901000.0,4,3.25,1560,4080,1.0,0.0,0.0,3,7,1560,0.0,1916,1916.0,98126,47.5347,-122.38,1370,4080,99.0,1916,2015-04-23
3/5/2015,552500.0,3,1.75,2040,5775,1.0,0.0,0.0,3,7,1410,630.0,1958,1958.0,98199,47.6592,-122.39299999999999,1360,4400,57.0,1958,2015-03-05
3/3/2015,256000.0,2,1.0,860,5000,1.0,0.0,0.0,3,6,860,0.0,1915,1945.0,98146,47.5133,-122.35600000000001,1220,5000,70.0,1945,2015-03-03
5/12/2014,341000.0,3,1.5,1720,7119,1.5,0.0,0.0,4,7,1720,0.0,1952,1952.0,98155,47.7535,-122.314,1590,7616,63.0,1952,2014-05-12
3/26/2015,279000.0,4,2.25,2090,8941,2.0,0.0,0.0,3,7,2090,0.0,1975,1975.0,98058,47.4332,-122.167,1890,7946,40.0,1975,2015-03-26
7/26/2014,686000.0,4,2.25,2130,10650,2.0,0.0,0.0,4,8,2130,0.0,1977,1977.0,98006,47.5567,-122.15899999999999,3380,10050,38.0,1977,2014-07-26
5/23/2014,225000.0,2,1.0,1300,11867,1.5,0.0,0.0,4,6,1300,0.0,1975,1975.0,98010,47.3221,-121.90299999999999,820,11867,40.0,1975,2014-05-23
6/27/2014,215500.0,2,1.75,1220,15600,1.0,0.0,0.0,3,6,1220,0.0,1972,1972.0,98001,47.2853,-122.265,1510,17818,43.0,1972,2014-06-27
4/14/2015,950000.0,4,3.0,2420,4800,1.5,0.0,0.0,3,7,1520,900.0,1919,1919.0,98119,47.6453,-122.35799999999999,1090,3800,96.0,1919,2015-04-14
11/5/2014,503000.0,4,2.5,2940,156988,2.0,0.0,2.0,3,9,1870,1070.0,1996,1996.0,98014,47.6214,-121.946,2940,71002,19.0,1996,2014-11-05
1/22/2015,780000.0,3,2.5,2610,7567,2.0,0.0,0.0,3,9,2610,0.0,1997,1997.0,98052,47.6654,-122.137,2610,8458,18.0,1997,2015-01-22
2/23/2015,212000.0,4,2.0,1880,7500,1.0,0.0,0.0,5,6,980,900.0,1946,1946.0,98178,47.495,-122.266,1670,14350,69.0,1946,2015-02-23
7/29/2014,580000.0,4,2.75,2330,6703,1.5,0.0,0.0,3,7,1710,620.0,1983,1983.0,98177,47.7066,-122.359,2060,7500,32.0,1983,2014-07-29
11/11/2014,465000.0,4,2.5,2200,3141,2.0,0.0,0.0,3,7,2060,140.0,1994,1994.0,98144,47.5726,-122.305,1660,3175,21.0,1994,2014-11-11
11/19/2014,206000.0,4,2.0,1720,7560,1.0,0.0,0.0,3,7,1720,0.0,1959,1959.0,98001,47.2845,-122.25,1750,7988,56.0,1959,2014-11-19
2/23/2015,615000.0,3,2.5,2250,10171,2.0,0.0,0.0,3,9,2250,0.0,1987,1987.0,98006,47.5613,-122.11,2440,13390,28.0,1987,2015-02-23
7/19/2014,519000.0,4,1.0,1640,6305,1.5,0.0,0.0,5,6,1640,0.0,1907,1907.0,98118,47.5563,-122.28,1590,4816,108.0,1907,2014-07-19
4/23/2015,1140000.0,4,3.25,4130,11444,2.0,0.0,0.0,3,11,4130,0.0,2001,2001.0,98059,47.5208,-122.15,3720,11431,14.0,2001,2015-04-23
8/8/2014,330000.0,5,2.5,2600,3839,2.0,0.0,0.0,3,7,2600,0.0,2005,2005.0,98058,47.4324,-122.145,2180,4800,10.0,2005,2014-08-08
5/6/2015,240000.0,4,1.5,1920,7973,1.0,0.0,0.0,3,8,1920,0.0,1955,1955.0,98178,47.4961,-122.235,2020,8840,60.0,1955,2015-05-06
11/7/2014,574000.0,3,2.0,2060,7000,1.0,0.0,0.0,4,9,2060,0.0,1988,1988.0,98029,47.5644,-122.012,2110,7000,27.0,1988,2014-11-07
11/3/2014,930000.0,4,4.25,5710,24663,2.0,0.0,0.0,3,11,5710,0.0,2007,2007.0,98092,47.3065,-122.15799999999999,4060,23847,8.0,2007,2014-11-03
7/14/2014,850000.0,4,3.0,2720,183823,2.0,0.0,0.0,3,8,2720,0.0,1975,2007.0,98053,47.6749,-122.00200000000001,2140,173804,8.0,2007,2014-07-14
12/12/2014,415000.0,3,1.5,1490,7275,1.0,0.0,0.0,3,7,1090,400.0,1974,1974.0,98034,47.7148,-122.213,1420,7330,41.0,1974,2014-12-12
11/18/2014,480000.0,3,2.5,2360,9005,1.0,0.0,0.0,5,7,1340,1020.0,1929,1929.0,98133,47.7076,-122.337,1520,9005,86.0,1929,2014-11-18
7/21/2014,300000.0,5,1.0,1940,8875,1.0,0.0,0.0,3,7,1940,0.0,1957,1957.0,98188,47.4407,-122.275,1380,8875,58.0,1957,2014-07-21
7/8/2014,439000.0,4,2.25,2570,9503,2.0,0.0,0.0,3,8,2570,0.0,1980,1980.0,98011,47.763999999999996,-122.167,1950,9600,35.0,1980,2014-07-08
3/27/2015,450000.0,3,1.0,1160,36831,1.0,0.0,0.0,3,7,1160,0.0,1938,1938.0,98028,47.7507,-122.23700000000001,1800,15640,77.0,1938,2015-03-27
4/26/2015,589000.0,3,2.5,2660,206480,1.0,0.0,0.0,3,8,2660,0.0,1989,1989.0,98024,47.6042,-121.956,2660,206736,26.0,1989,2015-04-26
4/7/2015,477000.0,3,2.25,1260,3000,2.0,0.0,0.0,3,7,1260,0.0,2003,2003.0,98029,47.5459,-121.99700000000001,1630,3023,12.0,2003,2015-04-07
9/24/2014,587500.0,4,2.25,1780,6120,1.0,0.0,0.0,3,8,1310,470.0,1951,1951.0,98115,47.6955,-122.287,1780,6120,64.0,1951,2014-09-24
9/24/2014,1320000.0,4,2.25,3180,6105,2.0,0.0,0.0,3,10,3180,0.0,1905,1905.0,98112,47.6255,-122.314,3180,6029,110.0,1905,2014-09-24
9/11/2014,1430000.0,4,2.5,3380,27589,2.0,0.0,0.0,3,10,3380,0.0,1966,1966.0,98004,47.6292,-122.225,3390,20075,49.0,1966,2014-09-11
4/13/2015,700000.0,4,2.25,2690,15000,2.0,0.0,0.0,3,9,1890,800.0,1978,1978.0,98074,47.611999999999995,-122.064,2670,15030,37.0,1978,2015-04-13
6/23/2014,275000.0,2,1.0,1180,6552,1.0,0.0,0.0,4,6,1180,0.0,1949,1949.0,98133,47.7477,-122.34200000000001,1070,7200,66.0,1949,2014-06-23
6/24/2014,367500.0,3,1.0,1660,11783,1.0,0.0,0.0,4,7,1160,500.0,1978,1978.0,98077,47.7563,-122.075,1320,10541,37.0,1978,2014-06-24
5/5/2015,453250.0,4,2.5,2260,6300,2.0,0.0,0.0,3,7,2260,0.0,2001,2001.0,98019,47.7235,-121.958,2300,6300,14.0,2001,2015-05-05
4/17/2015,607000.0,5,1.75,1910,5428,1.0,0.0,0.0,3,8,1390,520.0,1954,1954.0,98136,47.5333,-122.39200000000001,1820,5900,61.0,1954,2015-04-17
7/2/2014,255000.0,4,2.0,2430,8960,1.0,0.0,0.0,3,7,1430,1000.0,1960,1960.0,98178,47.4979,-122.23200000000001,2430,8960,55.0,1960,2014-07-02
5/1/2015,501000.0,2,2.0,1300,2500,1.0,0.0,0.0,4,7,770,530.0,1926,1926.0,98117,47.6831,-122.37299999999999,1160,5000,89.0,1926,2015-05-01
3/31/2015,450000.0,3,1.0,1060,4650,1.0,0.0,0.0,3,7,910,150.0,1950,1950.0,98116,47.5784,-122.39299999999999,1480,4750,65.0,1950,2015-03-31
8/20/2014,360000.0,3,2.25,2200,8000,2.0,0.0,0.0,3,8,2200,0.0,1981,1981.0,98055,47.4522,-122.208,2170,8000,34.0,1981,2014-08-20
11/14/2014,460000.0,4,1.75,1720,3050,1.5,0.0,0.0,5,7,1040,680.0,1929,1929.0,98116,47.5654,-122.384,1570,6100,86.0,1929,2014-11-14
3/3/2015,753000.0,3,1.75,2360,8290,1.0,0.0,0.0,4,7,1180,1180.0,1950,1950.0,98115,47.6738,-122.281,1880,7670,65.0,1950,2015-03-03
5/6/2015,389950.0,2,1.0,820,4234,1.0,0.0,1.0,3,6,820,0.0,1951,1951.0,98136,47.5294,-122.38600000000001,1550,4236,64.0,1951,2015-05-06
5/6/2014,469000.0,2,1.0,1030,4400,1.0,0.0,0.0,3,7,1030,0.0,1924,1924.0,98117,47.681000000000004,-122.361,1400,4200,91.0,1924,2014-05-06
9/12/2014,550000.0,4,1.75,2030,5688,2.0,0.0,4.0,4,9,1730,300.0,1939,1939.0,98146,47.5071,-122.387,2320,11107,76.0,1939,2014-09-12
9/4/2014,565000.0,5,3.5,2700,11675,1.5,0.0,2.0,4,6,1950,750.0,1948,1948.0,98133,47.7172,-122.34899999999999,2160,8114,67.0,1948,2014-09-04
5/21/2014,189650.0,2,1.75,1100,7600,1.0,0.0,0.0,3,6,1100,0.0,1980,1980.0,98198,47.4136,-122.318,1230,7350,35.0,1980,2014-05-21
6/19/2014,1530000.0,4,3.25,3620,5131,2.0,0.0,3.0,4,11,2350,1270.0,1927,1927.0,98119,47.6499,-122.37,2550,5174,88.0,1927,2014-06-19
8/20/2014,260000.0,3,1.75,1340,8000,1.0,0.0,0.0,3,7,1340,0.0,1980,1980.0,98038,47.3651,-122.044,1690,8000,35.0,1980,2014-08-20
6/1/2014,243000.0,3,1.75,1790,12000,1.0,0.0,0.0,3,7,1040,750.0,1960,1960.0,98198,47.3945,-122.31299999999999,1840,12000,55.0,1960,2014-06-01
12/1/2014,1100000.0,4,2.5,3830,13800,1.0,0.0,4.0,4,9,2030,1800.0,1969,1969.0,98006,47.5671,-122.15700000000001,3460,9875,46.0,1969,2014-12-01
8/20/2014,249000.0,3,1.5,1580,7200,1.0,0.0,0.0,4,7,1080,500.0,1976,1976.0,98092,47.2761,-122.152,1580,7470,39.0,1976,2014-08-20
